mutator,avg_pre_attack_watermark,avg_post_attack_watermark,avg_mutation_time,avg_pre_attack_quality,avg_post_attack_quality,avg_success_rate
Document1StepMutator,5.316205227977917,2.0654363962176143,27.80027218824958,4.771527777777778,4.400347222222222,0.08888888888888889
Document2StepMutator,5.316205227977917,2.6910329789206724,35.78917942648615,4.771527777777778,4.051041666666666,0.07777777777777778
SentenceMutator,5.316205227977917,-0.4594391779826865,0.9069761858344347,4.771527777777778,3.9921875,0.8777777777777778
SpanMutator,5.316205227977917,1.1783699875346945,0.7126728764884817,4.771527777777778,3.8453125,0.34444444444444444
WordMutator,5.316205227977917,0.9218420159584407,0.05546232315183729,4.771527777777778,3.8973958333333334,0.3111111111111111
