watermark_type,mutator,threshold,score_mean,score_std,ASR_fin,ASR_min,avg_final_internLM_quality,avg_final_watermark_score,avg_final_perplexity,avg_final_grammar_errors,avg_final_unique_bigrams
KGW,Document1StepMutator,2.3135043159999995,-0.82778,1.047094772,0.2535211267605634,0.3587786259541985,0.2289000093267205,2.538979162807868,11.74122191011236,0.25842696629213485,491.44943820224717
KGW,Document2StepMutator,-0.82778,-0.82778,1.047094772,0.0,0.0,0.25912802657861816,3.065007627873968,11.701041666666667,4.288888888888889,530.7888888888889
KGW,Document2StepMutator,0.21931477199999994,-0.82778,1.047094772,0.011235955056179803,0.022727272727272707,0.25912802657861816,3.065007627873968,11.701041666666667,4.288888888888889,530.7888888888889
KGW,Document2StepMutator,1.2664095439999998,-0.82778,1.047094772,0.07784431137724546,0.09090909090909094,0.25912802657861816,3.065007627873968,11.701041666666667,4.288888888888889,530.7888888888889
KGW,Document2StepMutator,2.3135043159999995,-0.82778,1.047094772,0.1920529801324503,0.2676056338028169,0.25912802657861816,3.065007627873968,11.701041666666667,4.288888888888889,530.7888888888889
KGW,DocumentMutator,-0.82778,-0.82778,1.047094772,0.08333333333333337,0.18181818181818177,0.09632782141367595,0.9264934989357954,12.646634615384615,10.64102564102564,454.20512820512823
KGW,DocumentMutator,0.21931477199999994,-0.82778,1.047094772,0.19999999999999996,0.368421052631579,0.09632782141367595,0.9264934989357954,12.646634615384615,10.64102564102564,454.20512820512823
KGW,DocumentMutator,1.2664095439999998,-0.82778,1.047094772,0.4444444444444444,0.625,0.09632782141367595,0.9264934989357954,12.646634615384615,10.64102564102564,454.20512820512823
KGW,DocumentMutator,2.3135043159999995,-0.82778,1.047094772,0.7333333333333334,0.8571428571428572,0.09632782141367595,0.9264934989357954,12.646634615384615,10.64102564102564,454.20512820512823
KGW,EntropyWordMutator,-0.82778,-0.82778,1.047094772,0.0,0.0,-0.030501090155707466,3.3035346371774,20.200389840867786,1.4444444444444444,554.3777777777777
KGW,EntropyWordMutator,0.21931477199999994,-0.82778,1.047094772,0.0,0.005586592178770999,-0.030501090155707466,3.3035346371774,20.200389840867786,1.4444444444444444,554.3777777777777
KGW,EntropyWordMutator,1.2664095439999998,-0.82778,1.047094772,0.005586592178770999,0.03448275862068961,-0.030501090155707466,3.3035346371774,20.200389840867786,1.4444444444444444,554.3777777777777
KGW,EntropyWordMutator,2.3135043159999995,-0.82778,1.047094772,0.11801242236024845,0.24137931034482762,-0.030501090155707466,3.3035346371774,20.200389840867786,1.4444444444444444,554.3777777777777
KGW,SentenceMutator,-0.82778,-0.82778,1.047094772,0.08433734939759041,0.21621621621621623,0.3026215447319878,0.5233686615948416,17.969444444444445,2.933333333333333,597.4444444444445
KGW,SentenceMutator,0.21931477199999994,-0.82778,1.047094772,0.22448979591836737,0.6363636363636364,0.3026215447319878,0.5233686615948416,17.969444444444445,2.933333333333333,597.4444444444445
KGW,SentenceMutator,1.2664095439999998,-0.82778,1.047094772,0.5652173913043479,0.8947368421052632,0.3026215447319878,0.5233686615948416,17.969444444444445,2.933333333333333,597.4444444444445
KGW,SentenceMutator,2.3135043159999995,-0.82778,1.047094772,0.8947368421052632,0.978021978021978,0.3026215447319878,0.5233686615948416,17.969444444444445,2.933333333333333,597.4444444444445
KGW,SpanMutator,-0.82778,-0.82778,1.047094772,0.011235955056179803,0.02857142857142858,0.027497439914279515,1.5726673272904785,15.278503913349576,4.355555555555555,561.0444444444445
KGW,SpanMutator,0.21931477199999994,-0.82778,1.047094772,0.0650887573964497,0.1392405063291139,0.027497439914279515,1.5726673272904785,15.278503913349576,4.355555555555555,561.0444444444445
KGW,SpanMutator,1.2664095439999998,-0.82778,1.047094772,0.32352941176470584,0.3846153846153846,0.027497439914279515,1.5726673272904785,15.278503913349576,4.355555555555555,561.0444444444445
KGW,SpanMutator,2.3135043159999995,-0.82778,1.047094772,0.5789473684210527,0.7307692307692308,0.027497439914279515,1.5726673272904785,15.278503913349576,4.355555555555555,561.0444444444445
KGW,WordMutator,-0.82778,-0.82778,1.047094772,0.0,0.02857142857142858,0.0007498052385118272,1.7424244592678197,29.956219715542264,6.788888888888889,588.3333333333334
KGW,WordMutator,0.21931477199999994,-0.82778,1.047094772,0.05882352941176472,0.13207547169811318,0.0007498052385118272,1.7424244592678197,29.956219715542264,6.788888888888889,588.3333333333334
KGW,WordMutator,1.2664095439999998,-0.82778,1.047094772,0.19999999999999996,0.47540983606557374,0.0007498052385118272,1.7424244592678197,29.956219715542264,6.788888888888889,588.3333333333334
KGW,WordMutator,2.3135043159999995,-0.82778,1.047094772,0.5789473684210527,0.8947368421052632,0.0007498052385118272,1.7424244592678197,29.956219715542264,6.788888888888889,588.3333333333334
SIR,Document1StepMutator,0.077541,0.077541,0.068233825,0.0,0.0,0.07327713285173688,0.26818629029230767,9.467227372256191,0.3076923076923077,482.5076923076923
SIR,Document1StepMutator,0.145774825,0.077541,0.068233825,0.040000000000000036,0.048387096774193505,0.07327713285173688,0.26818629029230767,9.467227372256191,0.3076923076923077,482.5076923076923
SIR,Document1StepMutator,0.21400865,0.077541,0.068233825,0.14035087719298245,0.14035087719298245,0.07327713285173688,0.26818629029230767,9.467227372256191,0.3076923076923077,482.5076923076923
SIR,Document1StepMutator,0.282242475,0.077541,0.068233825,0.3978494623655914,0.4285714285714286,0.07327713285173688,0.26818629029230767,9.467227372256191,0.3076923076923077,482.5076923076923
SIR,Document2StepMutator,0.077541,0.077541,0.068233825,0.053333333333333344,0.08965517241379306,-0.03270985921223958,0.17853733451872583,11.971979166666667,4.413333333333333,501.88607594936707
SIR,Document2StepMutator,0.145774825,0.077541,0.068233825,0.16176470588235292,0.264,-0.03270985921223958,0.17853733451872583,11.971979166666667,4.413333333333333,501.88607594936707
SIR,Document2StepMutator,0.21400865,0.077541,0.068233825,0.49056603773584906,0.6808510638297872,-0.03270985921223958,0.17853733451872583,11.971979166666667,4.413333333333333,501.88607594936707
SIR,Document2StepMutator,0.282242475,0.077541,0.068233825,0.8809523809523809,0.9036144578313253,-0.03270985921223958,0.17853733451872583,11.971979166666667,4.413333333333333,501.88607594936707
SIR,DocumentMutator,0.077541,0.077541,0.068233825,0.08387096774193548,0.1351351351351351,-0.2684978806828878,0.17675331511582615,10.484468005952381,7.7023809523809526,435.39285714285717
SIR,DocumentMutator,0.145774825,0.077541,0.068233825,0.18309859154929575,0.3228346456692913,-0.2684978806828878,0.17675331511582615,10.484468005952381,7.7023809523809526,435.39285714285717
SIR,DocumentMutator,0.21400865,0.077541,0.068233825,0.4608695652173913,0.6153846153846154,-0.2684978806828878,0.17675331511582615,10.484468005952381,7.7023809523809526,435.39285714285717
SIR,DocumentMutator,0.282242475,0.077541,0.068233825,0.8064516129032258,0.8666666666666667,-0.2684978806828878,0.17675331511582615,10.484468005952381,7.7023809523809526,435.39285714285717
SIR,EntropyWordMutator,0.077541,0.077541,0.068233825,0.0292397660818714,0.03529411764705881,-0.30552495609630237,0.22200739412093595,20.146306818181817,10.136363636363637,535.1363636363636
SIR,EntropyWordMutator,0.145774825,0.077541,0.068233825,0.06666666666666665,0.15032679738562094,-0.30552495609630237,0.22200739412093595,20.146306818181817,10.136363636363637,535.1363636363636
SIR,EntropyWordMutator,0.21400865,0.077541,0.068233825,0.2753623188405797,0.39682539682539686,-0.30552495609630237,0.22200739412093595,20.146306818181817,10.136363636363637,535.1363636363636
SIR,EntropyWordMutator,0.282242475,0.077541,0.068233825,0.6923076923076923,0.76,-0.30552495609630237,0.22200739412093595,20.146306818181817,10.136363636363637,535.1363636363636
SIR,SentenceMutator,0.077541,0.077541,0.068233825,0.06293706293706292,0.2063492063492064,0.018792364332411025,0.14445680224718419,16.931332236842106,4.684210526315789,658.7105263157895
SIR,SentenceMutator,0.145774825,0.077541,0.068233825,0.42056074766355145,0.5670103092783505,0.018792364332411025,0.14445680224718419,16.931332236842106,4.684210526315789,658.7105263157895
SIR,SentenceMutator,0.21400865,0.077541,0.068233825,0.7471264367816092,0.8765432098765432,0.018792364332411025,0.14445680224718419,16.931332236842106,4.684210526315789,658.7105263157895
SIR,SentenceMutator,0.282242475,0.077541,0.068233825,0.9487179487179487,0.9487179487179487,0.018792364332411025,0.14445680224718419,16.931332236842106,4.684210526315789,658.7105263157895
SIR,SpanMutator,0.077541,0.077541,0.068233825,0.040462427745664775,0.13207547169811318,-0.28613723648919,0.20245396911774524,14.781857638888889,7.188888888888889,536.7888888888889
SIR,SpanMutator,0.145774825,0.077541,0.068233825,0.11801242236024845,0.25,-0.28613723648919,0.20245396911774524,14.781857638888889,7.188888888888889,536.7888888888889
SIR,SpanMutator,0.21400865,0.077541,0.068233825,0.3740458015267175,0.6071428571428572,-0.28613723648919,0.20245396911774524,14.781857638888889,7.188888888888889,536.7888888888889
SIR,SpanMutator,0.282242475,0.077541,0.068233825,0.6981132075471699,0.8,-0.28613723648919,0.20245396911774524,14.781857638888889,7.188888888888889,536.7888888888889
SIR,WordMutator,0.077541,0.077541,0.068233825,0.0650887573964497,0.10429447852760731,-0.30049060185750326,0.17216971235582074,30.304513888888888,11.1,572.5666666666667
SIR,WordMutator,0.145774825,0.077541,0.068233825,0.1920529801324503,0.25874125874125875,-0.30049060185750326,0.17216971235582074,30.304513888888888,11.1,572.5666666666667
SIR,WordMutator,0.21400865,0.077541,0.068233825,0.5789473684210527,0.7821782178217822,-0.30049060185750326,0.17216971235582074,30.304513888888888,11.1,572.5666666666667
SIR,WordMutator,0.282242475,0.077541,0.068233825,0.9148936170212766,0.935483870967742,-0.30049060185750326,0.17216971235582074,30.304513888888888,11.1,572.5666666666667
