mutator,avg_pre_attack_watermark,avg_post_attack_watermark,avg_mutation_time,avg_pre_attack_quality,avg_post_attack_quality,avg_success_rate
SentenceMutator,99.26963190237682,58.21369210879008,1.3858520739915359,3.613020833333333,4.0296006944444445,0.8777777777777778
SpanMutator,99.26963190237682,66.90754705005222,0.9058861626096932,3.613020833333333,3.538802083333333,0.7777777777777778
WordMutator,99.26963190237682,69.77334466245439,0.06409072760326745,3.613020833333333,3.537239583333333,0.5222222222222223
